724,332
736,296
149,505
831,361
533,150
724,331
740,301
147,505
847,355
533,152
751,296
917,132
892,127
521,145
147,505
758,311
861,362
531,142
944,156
20,213
943,106
146,501
1225,270
852,384
532,148
753,308
934,107
146,489
856,392
100,245
1224,279
759,301
940,159
941,108
532,141
1036,204
146,498
1225,283
831,408
542,142
718,279
150,310
932,100
102,500
1225,283
205,277
890,392
923,101
665,254
205,287
95,510
825,404
1225,284
636,255
560,144
922,102
828,383
202,282
112,472
533,148
1225,283
634,265
915,98
653,250
113,499
836,350
1225,285
532,150
205,284
657,261
634,268
109,499
817,364
210,271
1221,282
539,145
634,269
655,266
820,366
136,479
209,281
1225,286
530,147
874,113
633,269
655,266
818,362
136,477
202,287
1225,286
530,148
633,269
655,266
813,366
133,486
1225,287
203,289
534,150
634,268
656,266
818,364
126,486
1225,283
201,294
531,149
634,268
654,247
811,367
203,288
89,475
1225,282
531,150
631,270
652,266
151,509
802,365
1225,283
204,270
534,150
632,270
647,261
148,500
825,349
1225,280
205,270
532,148
631,271
652,266
1039,202
147,499
825,369
1222,278
208,255
533,148
630,272
1039,202
825,369
1222,279
117,500
202,297
541,141
653,237
631,265
1038,203
111,477
1221,279
825,374
221,287
532,145
654,243
634,265
1038,203
825,367
103,472
217,279
1221,276
532,145
630,270
652,247
1038,202
876,384
1220,278
125,472
533,150
213,313
630,270
653,242
126,477
881,369
1223,279
534,150
653,242
648,268
119,480
859,373
1223,272
878,112
541,140
629,271
653,243
121,479
849,387
532,146
628,272
653,244
119,482
856,394
549,146
630,273
653,245
845,389
120,480
630,273
548,146
652,244
120,481
844,386
540,144
631,272
654,242
121,478
891,351
537,142
653,241
638,272
1136,203
896,398
122,481
534,148
631,271
653,242
124,493
905,367
533,147
86,178
653,242
646,262
999,189
125,467
535,150
1041,332
634,271
653,241
533,151
1096,154
104,325
648,267
654,242
1080,313
909,157
1125,326
533,152
138,288
102,557
653,263
1044,239
1192,252
1119,178
121,495
533,153
218,257
1043,237
653,240
630,267
1136,362
1115,216
207,290
533,152
1139,352
122,476
195,282
653,241
640,269
1041,236
920,155
1122,178
533,150
99,597
181,253
653,241
629,269
1042,237
1123,189
1158,345
914,158
655,230
532,150
1046,236
225,296
1116,211
123,457
189,216
1254,178
121,382
648,254
1113,177
220,254
214,261
633,268
560,144
915,157
1043,237
1119,195
1197,238
217,261
539,146
915,162
631,270
652,244
1111,179
929,359
1103,191
215,262
630,271
568,143
1095,222
871,383
1062,218
551,144
216,260
629,272
911,103
662,105
1055,218
838,358
214,260
550,142
630,272
929,157
824,366
1054,219
200,255
509,100
549,142
911,99
628,272
650,250
914,116
819,368
1054,220
202,255
511,99
551,142
630,267
926,102
927,153
913,99
818,367
202,256
1044,216
508,99
550,143
630,272
930,109
645,255
838,389
189,251
507,95
554,137
629,271
836,392
510,94
214,253
551,137
629,272
808,391
633,264
511,93
551,143
213,252
1005,105
827,394
633,263
512,94
211,252
552,137
1005,105
831,393
633,263
194,274
512,94
559,142
1003,104
852,350
630,264
510,94
552,139
1002,105
134,272
144,188
842,355
633,264
510,93
134,251
553,141
994,103
133,200
839,359
555,139
510,96
672,258
991,102
84,180
856,352
511,94
552,138
992,102
873,372
511,96
556,136
986,102
857,388
510,79
966,101
810,381
508,87
980,104
869,368
884,192
553,144
509,93
984,103
984,178
554,219
880,373
509,95
745,250
550,144
550,220
768,256
847,374
562,140
510,94
754,260
800,273
728,255
825,377
730,257
510,97
561,137
998,107
820,377
725,259
511,93
561,138
992,100
977,100
825,373
735,255
562,141
510,90
977,171
977,100
829,373
513,73
738,254
498,73
992,106
527,141
842,359
510,93
759,234
560,136
979,105
1076,111
728,235
849,357
773,234
509,95
556,137
970,141
1076,110
867,361
508,96
553,139
813,207
1075,111
891,379
927,129
509,94
555,139
834,374
1054,227
509,95
553,139
924,151
806,387
510,93
554,137
818,381
511,96
562,141
940,154
820,374
510,97
553,145
942,154
1063,236
818,373
515,98
942,158
555,143
1059,236
818,377
936,160
555,144
517,97
1058,236
813,376
164,306
512,102
940,158
1059,235
553,143
927,376
510,95
550,145
1088,222
937,162
934,367
1086,221
553,142
149,376
879,341
168,308
541,148
620,152
1076,220
945,145
910,236
523,140
608,170
211,267
1055,226
210,313
214,263
524,143
1051,228
930,157
602,170
627,173
524,141
1054,230
189,272
918,160
605,169
178,308
542,135
204,256
1055,231
918,160
635,173
1094,156
1054,230
178,268
921,157
538,132
588,166
189,292
1052,229
540,133
916,156
660,135
192,294
542,134
1054,230
916,156
659,166
532,131
188,293
627,167
523,147
922,159
1054,230
560,121
636,163
529,159
201,273
1054,229
918,163
580,112
664,178
917,163
218,292
538,149
1054,230
220,242
549,144
659,131
703,275
223,297
1056,228
919,163
662,249
218,276
550,146
1056,228
925,162
216,294
543,147
1055,229
662,232
533,149
217,277
634,257
650,240
1054,231
533,148
215,274
664,245
1053,217
925,162
641,257
533,151
218,280
633,264
928,162
1052,228
655,248
1093,204
88,497
661,247
209,277
929,162
1115,218
1057,226
555,141
151,505
659,246
216,271
928,162
1117,217
1057,226
539,150
554,225
151,490
184,293
1061,227
927,163
554,141
655,241
632,260
153,495
655,251
191,294
630,270
555,145
928,163
1110,218
1054,228
189,255
151,497
886,179
191,280
655,251
634,264
1109,218
1054,227
556,141
556,126
150,510
208,260
656,246
200,291
1109,217
1060,225
556,141
642,258
160,516
915,425
205,276
1111,215
1050,232
554,126
652,255
928,159
910,405
152,515
1114,223
1072,225
192,301
654,254
189,254
932,158
146,508
968,392
657,239
1107,219
153,267
919,155
146,510
814,367
1111,224
654,244
152,247
153,285
916,156
137,507
850,381
1110,224
629,259
646,244
564,144
168,240
926,162
138,507
859,370
629,262
551,145
1109,222
185,237
184,279
1053,226
928,165
139,506
853,378
629,268
552,147
1112,223
166,273
649,252
1066,226
922,162
137,506
817,369
655,246
198,274
1115,223
547,145
1078,225
924,157
869,370
139,506
654,250
535,144
210,271
1053,237
143,504
881,369
655,248
536,141
205,276
1057,236
910,100
910,151
867,374
151,505
657,251
208,277
880,146
537,141
1109,221
1052,224
545,131
150,505
863,373
206,250
656,252
1111,222
553,137
1061,226
149,506
829,366
1106,219
656,252
196,273
551,137
148,505
870,359
204,244
559,143
626,264
148,506
862,390
1109,220
631,261
561,140
216,270
653,258
147,505
941,399
656,240
1086,221
561,142
104,288
147,505
867,385
80,228
568,141
629,263
1090,218
1111,216
1060,224
147,501
806,366
567,138
653,240
635,257
799,361
82,443
547,146
1090,222
654,257
547,211
813,364
89,498
651,253
544,146
901,372
86,504
654,234
554,140
1031,216
555,219
137,504
661,232
900,335
537,140
552,221
943,249
137,503
654,234
551,219
547,145
138,505
654,235
546,143
1032,233
550,219
148,504
545,145
1031,233
651,225
651,253
151,507
1033,234
534,150
625,257
649,247
1219,281
153,506
1199,290
563,144
651,242
1034,234
101,512
548,141
1202,289
1034,235
653,229
545,138
96,507
1032,233
672,173
95,465
648,188
1032,234
560,218
558,146
104,406
537,138
1032,234
555,139
57,414
1032,234
118,434
555,148
1032,234
557,218
112,309
548,126
1032,234
1032,234
1032,234
1032,234
1031,234
1032,234
1032,234
1032,234
1032,234
1032,233
1032,233
1032,234
912,211
1031,233
1074,348
646,131
565,144
543,147
103,500
549,147
108,474
544,143
105,499
543,146
541,141
132,469
146,496
541,139
1205,283
1036,233
145,497
542,138
135,494
542,149
126,498
545,147
132,495
143,498
534,145
143,497
1122,264
553,144
144,497
541,147
1064,233
139,495
540,147
1063,215
139,497
1084,213
42,133
549,145
548,132
131,498
1082,217
546,149
142,498
539,146
1083,220
24,251
142,497
546,149
1085,220
145,280
123,482
1087,219
536,151
184,312
90,490
1086,218
106,540
199,261
1095,216
543,146
105,530
1108,220
197,276
178,295
118,517
208,287
1011,146
1111,222
538,144
118,526
888,147
205,285
1110,221
536,147
117,526
925,142
1102,223
535,149
213,285
81,493
535,150
1099,223
869,153
216,266
147,506
543,145
1099,223
211,250
211,299
138,502
1099,223
542,148
218,263
207,292
140,503
540,150
1098,224
219,257
922,157
141,500
1098,224
219,255
547,148
914,155
931,158
141,501
1096,218
538,136
218,258
141,499
1096,218
538,136
218,258
905,98
152,502
1098,220
217,257
551,146
906,97
161,499
1098,219
218,256
873,132
219,290
874,181
550,134
153,499
1097,218
543,153
218,265
215,307
151,502
1098,218
217,258
559,141
911,154
875,134
151,506
1097,218
215,256
550,141
860,131
911,137
149,490
1097,219
212,265
877,137
902,140
150,503
1096,219
540,150
211,266
851,123
867,132
149,513
1099,220
544,144
212,266
848,143
150,536
892,227
213,267
1086,222
545,148
25,210
149,538
214,266
1087,221
883,349
561,140
149,532
946,391
211,265
1079,222
553,136
815,367
149,530
1081,220
662,101
551,145
195,262
914,114
902,365
147,502
1084,217
557,133
199,306
1060,223
201,353
149,495
868,394
204,284
1080,214
560,134
622,147
1088,152
815,369
148,503
205,269
556,141
1102,219
813,363
150,485
1096,227
549,133
205,285
631,160
149,481
818,364
1097,227
205,302
545,133
542,149
681,268
151,482
1096,227
848,389
539,137
199,303
660,235
547,127
151,482
846,391
1101,227
153,300
538,139
624,260
140,507
825,386
1102,227
207,271
541,147
631,249
628,270
139,503
844,379
1101,226
539,139
624,267
912,141
161,266
913,104
140,504
849,384
1102,227
538,140
221,287
642,246
625,261
911,143
912,105
